case_id,slope_type,height,cohesion,friction_angle,unit_weight,water_depth_ratio,fs_fellenius,fs_bishop,fs_average,soil_type,water_type,slope_angle,upper_angle,lower_angle
81,simple,17.587883606342675,23.868267744584195,28.926921049360757,17.288096150041046,0.5045098311673949,0.4277440012992039,0.1,0.263872000649602,mixed,horizontal,46.87824082913569,46.87824082913569,46.87824082913569
88,simple,22.431316271960807,15.483337701374547,21.93944556757036,18.748859876018674,0.4628009213209161,0.9524281537183429,0.1,0.5262140768591714,silt,horizontal,67.35595941235403,67.35595941235403,67.35595941235403
101,simple,49.42826217483175,23.72166484749005,13.679435214876674,18.080410570516992,0.6745667027196509,0.9994255579967145,0.1,0.5497127789983572,clay,horizontal,67.50911968658346,67.50911968658346,67.50911968658346
103,simple,19.43109705616869,2.505914236225821,40.66426768732778,19.267612017712857,0.5788090872238508,1.0518864795804825,0.1,0.5759432397902413,sand,horizontal,61.17290382271191,61.17290382271191,61.17290382271191
107,simple,11.490606347530836,13.26180233296014,26.413384153958564,20.78531603975518,0.4312040358606005,0.11570236099980492,0.1,0.10785118049990247,silt,horizontal,35.198480214704915,35.198480214704915,35.198480214704915
114,simple,33.63870134024661,2.006826941566326,32.62543645890496,21.71796476817687,0.7777421499945776,0.7303497346202108,0.1,0.4151748673101054,sand,horizontal,62.07103459706667,62.07103459706667,62.07103459706667
117,simple,23.609820165569964,7.988266197794001,34.96070664085151,17.16276499803361,0.13534031275952838,1.7710449915415987,0.1,0.9355224957707994,mixed,horizontal,61.51935578219523,61.51935578219523,61.51935578219523
126,simple,20.041343723687138,15.925686084467012,29.596069960675617,17.758388317976358,0.537840510942022,0.25687928359748147,0.1,0.17843964179874072,silt,horizontal,39.570923605518644,39.570923605518644,39.570923605518644
130,simple,44.406694863018295,18.275997370340363,27.023854211121897,18.109341548892303,0.4070753942446545,1.7399370209218674,0.1,0.9199685104609338,silt,horizontal,39.744912417057826,39.744912417057826,39.744912417057826
152,simple,8.655570289886889,4.631543706827533,37.83030859944908,18.004368941902666,0.26531456045225293,0.6864177318694197,0.1,0.39320886593470983,mixed,horizontal,51.699974917769765,51.699974917769765,51.699974917769765
153,simple,22.58781840198139,2.4376460673445104,39.7730378562118,20.682283394904438,0.3006649571502247,0.182607827360498,0.1,0.141303913680249,sand,horizontal,24.177381017607583,24.177381017607583,24.177381017607583
191,simple,35.91692168682491,2.4178119306298544,44.34494365131354,18.561317767955813,0.7885621139671126,0.8451813679666805,0.1,0.47259068398334025,sand,horizontal,52.26906692262684,52.26906692262684,52.26906692262684
210,simple,19.815304951203927,3.6805872457462425,40.4379272659958,19.869668368408917,0.3178866864777252,0.5435384625233939,0.1,0.32176923126169693,sand,horizontal,46.541311056348526,46.541311056348526,46.541311056348526
211,simple,9.994557384925978,1.6409265601008494,36.95040828793407,20.86210694101241,0.710904716549589,0.15867264782660898,0.1,0.1293363239133045,sand,horizontal,44.1781776647908,44.1781776647908,44.1781776647908
214,simple,38.023911336106345,1.859443492878411,26.63011342322634,21.377721121978315,0.28286252859417876,1.6946255939392438,0.1,0.897312796969622,sand,horizontal,48.988550062958026,48.988550062958026,48.988550062958026
216,simple,18.158079938641357,22.9530725833805,15.110191241705012,16.597320766727155,0.5560423331370283,0.16072378144521648,0.1,0.13036189072260823,mixed,horizontal,42.636877814238744,42.636877814238744,42.636877814238744
220,simple,19.84028639653065,13.092158223529673,38.57638421857622,17.566869210864176,0.664434245774692,0.41323500289009335,0.1,0.2566175014450467,mixed,horizontal,68.48463268623905,68.48463268623905,68.48463268623905
221,simple,38.40527303945614,1.0080926130945982,30.401791524736012,19.594750127635393,0.3389446667461282,0.21318446752950443,0.1,0.15659223376475223,sand,horizontal,29.185367525065274,29.185367525065274,29.185367525065274
222,simple,35.21916375735669,3.0962304462689447,36.149050588924744,21.96794544007891,0.3845339900589105,0.6203555600758589,0.1,0.36017778003792944,sand,horizontal,33.683261823761356,33.683261823761356,33.683261823761356
228,simple,41.02274364220414,14.468549571661187,29.245190094448844,20.56257615880642,0.25865686864876436,1.5124693774617506,0.1,0.8062346887308753,mixed,horizontal,36.168723594223124,36.168723594223124,36.168723594223124
238,simple,22.989209396512173,3.5519255073827893,26.05010696964216,20.139154025903697,0.6006744124784743,1.3088642147783507,0.1,0.7044321073891754,silt,horizontal,61.60915071062792,61.60915071062792,61.60915071062792
239,simple,46.422456736498695,4.209236360774485,28.983416976773835,18.98681791212982,0.27705193150532986,0.7340843912955678,0.1,0.4170421956477839,sand,horizontal,22.27363952655483,22.27363952655483,22.27363952655483
243,simple,26.765843118021195,1.4113651749737932,42.96991406781136,21.932184377476926,0.23798519815899574,0.45809126820540974,0.1,0.2790456341027049,sand,horizontal,27.067184582385465,27.067184582385465,27.067184582385465
244,simple,16.73810139021365,19.40890001157042,14.957697756851019,18.409563119529945,0.7869115162850578,0.420699357521131,0.1,0.26034967876056553,clay,horizontal,57.466139472315604,57.466139472315604,57.466139472315604
247,simple,17.452837528301448,25.98856440987675,22.98879327918145,18.758505176982787,0.47655750786185397,0.27736976969189087,0.1,0.18868488484594542,mixed,horizontal,65.57460466672643,65.57460466672643,65.57460466672643
268,simple,28.061039482446624,1.0858602920318305,39.79559281128104,18.290405778935373,0.40619382659663583,0.12289491514695149,0.1,0.11144745757347574,sand,horizontal,39.27458282424456,39.27458282424456,39.27458282424456
287,simple,35.02201754486764,19.553159712786513,32.2573772562101,18.94177456976117,0.3466774438918724,1.5113898600605136,0.1,0.8056949300302568,silt,horizontal,51.75610392512288,51.75610392512288,51.75610392512288
288,simple,25.5795151804253,2.5007134043222483,41.828390229224325,21.80428405483802,0.3228956283360234,1.079585458083843,0.1,0.5897927290419216,sand,horizontal,45.47841639950227,45.47841639950227,45.47841639950227
297,simple,15.469441470727185,0.7980133984040694,28.062227153781425,19.060034347244454,0.5038492419422477,1.4700932491123802,0.1,0.7850466245561901,silt,horizontal,49.70139532130928,49.70139532130928,49.70139532130928
298,simple,36.638039922020525,13.182033592605087,17.106343300811144,18.517398684554365,0.6361567854527048,0.3950763420128359,0.1,0.24753817100641795,clay,horizontal,40.94116304173236,40.94116304173236,40.94116304173236
301,simple,47.467610229241004,4.232022600313731,16.033578418194715,21.80431028364884,0.49634780459407013,0.15489882481731898,0.1,0.12744941240865948,mixed,horizontal,33.85442001681436,33.85442001681436,33.85442001681436
307,simple,28.458403679965826,1.6145997277198088,44.72056360218534,19.159198883878748,0.18141553147518863,2.27978375804654,0.1,1.18989187902327,sand,horizontal,42.54573518195684,42.54573518195684,42.54573518195684
312,simple,20.655353131911593,2.686111295971073,36.8105685088955,20.40695470657708,0.19528756204209988,0.25811708498185726,0.1,0.17905854249092862,sand,horizontal,24.12152310626664,24.12152310626664,24.12152310626664
325,simple,38.77688316772306,4.742235858310201,27.911498130240375,20.62901055370815,0.7324641479281029,0.22318549492658596,0.1,0.161592747463293,sand,horizontal,36.28083141872181,36.28083141872181,36.28083141872181
331,simple,47.970025242228054,1.2552273096015427,28.65882534927456,19.054481079935734,0.2691783775944349,0.1551948672147604,0.1,0.12759743360738018,sand,horizontal,36.83583089668707,36.83583089668707,36.83583089668707
332,simple,49.23461017409142,0.280925306341937,31.78966100464046,18.41127319066994,0.7339112840423468,0.29936207686342975,0.1,0.19968103843171486,silt,horizontal,58.43079711442925,58.43079711442925,58.43079711442925
337,simple,24.235727960797025,2.0859483396239353,25.4359274784849,21.386588598571183,0.23698883504519694,0.25971764177747225,0.1,0.17985882088873612,sand,horizontal,46.17060702141556,46.17060702141556,46.17060702141556
339,simple,13.55075045963948,3.4031724098699554,40.52100134588822,18.08641418894981,0.259024382603363,0.44217373791387704,0.1,0.2710868689569385,sand,horizontal,31.404750391494122,31.404750391494122,31.404750391494122
343,simple,44.390259303471936,4.4846037282545606,38.70666586271112,18.141948479917236,0.6543564776792179,0.19945413612203697,0.1,0.1497270680610185,sand,horizontal,31.905987117219276,31.905987117219276,31.905987117219276
344,simple,23.46297995523295,4.718881540690607,35.08408108296756,18.912156127287748,0.4372857120481931,0.21974036888951284,0.1,0.15987018444475642,sand,horizontal,34.26089578323655,34.26089578323655,34.26089578323655
345,simple,44.77502554808683,10.85433249690828,33.34841867687452,19.685527029343675,0.3431590218703986,1.553952049241613,0.1,0.8269760246208065,silt,horizontal,56.81966137665591,56.81966137665591,56.81966137665591
347,simple,32.80122593860221,16.00467502809937,33.92752341877748,17.41308694147527,0.6345443030147528,2.5004207525890116,0.1,1.3002103762945059,silt,horizontal,51.98679440209011,51.98679440209011,51.98679440209011
350,simple,6.754419121558744,4.023386027722966,35.265310344538456,21.725962254116535,0.297945820940605,1.4326599436527359,0.1,0.766329971826368,sand,horizontal,38.539478395704556,38.539478395704556,38.539478395704556
352,simple,16.09881882370217,3.3539005495813394,40.8861529877466,20.98309866381258,0.7147749923550233,0.4355431875244919,0.1,0.26777159376224596,sand,horizontal,53.30086534927569,53.30086534927569,53.30086534927569
361,simple,11.583169395258846,3.7157902388559583,28.05660762554346,18.88639570479523,0.5699248531729284,0.5752355226094235,0.1,0.3376177613047117,sand,horizontal,68.11203216789798,68.11203216789798,68.11203216789798
365,simple,30.432559481724162,3.594206227737442,28.552171056222704,18.951785472084204,0.37822133723166584,0.37629762546423945,0.1,0.23814881273211974,sand,horizontal,51.96945115615243,51.96945115615243,51.96945115615243
374,simple,21.801094661245532,16.097387043600964,32.514298895454935,18.856624127890793,0.4824149961611364,2.3596584631536572,0.1,1.2298292315768287,silt,horizontal,66.35841876817653,66.35841876817653,66.35841876817653
376,simple,43.139939397859244,31.886375871171584,26.1822190448045,19.580265190219002,0.47236811709203536,0.2626135145616079,0.1,0.18130675728080398,clay,horizontal,42.03922636279721,42.03922636279721,42.03922636279721
388,simple,23.869525998918213,7.708709905663573,28.58484275401574,20.715494313543086,0.6608602169503622,0.44539298522682014,0.1,0.27269649261341006,silt,horizontal,50.43946878543315,50.43946878543315,50.43946878543315
389,simple,15.417254031297457,9.346469720806114,21.807077650316746,17.449893377417595,0.28321901934463095,0.8256846679210131,0.1,0.46284233396050656,silt,horizontal,48.9697650523775,48.9697650523775,48.9697650523775
398,simple,43.72395726211106,0.39994298582585963,31.591355581939062,20.65960061976489,0.6381444246975866,2.3182407876935813,0.1,1.2091203938467907,sand,horizontal,43.74329662619287,43.74329662619287,43.74329662619287
411,simple,23.04943993814133,4.551511427835209,35.555125030458534,19.028377643736892,0.36060426594595685,0.8914367907819581,0.1,0.49571839539097906,sand,horizontal,33.46026812131145,33.46026812131145,33.46026812131145
417,simple,27.97167405533548,4.239079910904952,25.833881001154758,20.017938021290536,0.5140207388593747,0.25104812980282587,0.1,0.17552406490141292,sand,horizontal,65.13688638918416,65.13688638918416,65.13688638918416
425,simple,20.155394227163562,0.7588860608298353,33.50487620413743,18.71622660650129,0.7003417487141441,6.237008983166579,0.1,3.168504491583289,silt,horizontal,66.55229519384747,66.55229519384747,66.55229519384747
431,simple,19.730315479024668,2.7477532864511565,31.06798328934475,21.38054736693856,0.5549146575406388,0.32974485203902293,0.1,0.21487242601951145,sand,horizontal,29.82191688926445,29.82191688926445,29.82191688926445
436,simple,40.599148944688544,4.338182413632622,43.03996743378618,20.092535857829095,0.09187622149169067,0.5911516633382292,0.1,0.3455758316691146,sand,horizontal,25.53419451005348,25.53419451005348,25.53419451005348
439,simple,9.269610994667609,4.598529912091143,33.87295444633537,18.663960557971716,0.44123620063187197,0.551757812861194,0.1,0.32587890643059697,sand,horizontal,35.62294685874608,35.62294685874608,35.62294685874608
443,simple,28.858269191720133,9.257650468986327,32.5403492980425,18.31135329215394,0.6594659414939614,1.68548990857501,0.1,0.892744954287505,silt,horizontal,55.64935607021461,55.64935607021461,55.64935607021461
449,simple,49.367796202884364,24.717386145883392,17.947593317236773,21.912151930167298,0.22632543091039212,0.17373659615302703,0.1,0.13686829807651352,mixed,horizontal,41.71081581889297,41.71081581889297,41.71081581889297
457,simple,36.03780256791862,4.453930740042077,42.30267831884356,21.259065392198103,0.28709780711259486,0.5327573273730862,0.1,0.3163786636865431,sand,horizontal,46.15522787142656,46.15522787142656,46.15522787142656
458,simple,25.805548633230014,4.65995086455136,43.41048081064666,21.670225688282063,0.37466967432502235,0.3828045834920752,0.1,0.2414022917460376,sand,horizontal,24.118327299449852,24.118327299449852,24.118327299449852
460,simple,15.053933293057394,20.365714206188862,17.175684345457192,19.50887873009516,0.5419055804874652,0.16447005645999002,0.1,0.132235028229995,clay,horizontal,34.5583390809062,34.5583390809062,34.5583390809062
465,simple,6.84693550972473,14.615490198159199,22.19074317183587,19.26524308213328,0.6210126786439474,1.011194166068232,0.1,0.555597083034116,clay,horizontal,30.364590872061708,30.364590872061708,30.364590872061708
466,simple,46.15426404439379,28.207709822355532,27.39026467639575,18.143382052649578,0.3869102398566166,0.6284334511726863,0.1,0.36421672558634316,clay,horizontal,35.85483457911714,35.85483457911714,35.85483457911714
469,simple,28.228766832588917,20.187012676374636,14.110287809233315,19.521031251220283,0.5394084914632044,0.34369967874914187,0.1,0.22184983937457092,clay,horizontal,56.36578557150785,56.36578557150785,56.36578557150785
474,simple,40.430588685333646,9.878453192516046,23.671686524605292,20.99935919701063,0.7351775395014379,0.9105945059763678,0.1,0.505297252988184,silt,horizontal,53.281309924659055,53.281309924659055,53.281309924659055
478,simple,16.033193697359813,22.280357506880243,31.808010941629103,18.104996653649955,0.6577883701824164,1.437869072179726,0.1,0.7689345360898631,mixed,horizontal,58.79899587849487,58.79899587849487,58.79899587849487
480,simple,42.6425274890733,1.4756174515058107,35.71748954313667,20.49747199273959,0.17715110692271657,5.175165881608896,0.1,2.6375829408044478,sand,horizontal,65.81484893001476,65.81484893001476,65.81484893001476
483,simple,37.41165760022393,4.252892242574195,39.88240174400061,18.289369447167303,0.4878464199942526,0.12497987880252799,0.1,0.112489939401264,sand,horizontal,49.159455620837505,49.159455620837505,49.159455620837505
495,simple,29.30187323367845,9.445799757596955,31.87561858419569,19.92411055532202,0.11439013583737623,0.3399262688745076,0.1,0.2199631344372538,silt,horizontal,46.553205820821645,46.553205820821645,46.553205820821645
497,simple,7.540347657980242,8.935099665793148,22.144138891346962,18.164046605175677,0.3875712806688869,0.19023196999493683,0.1,0.14511598499746842,clay,horizontal,25.459198209186656,25.459198209186656,25.459198209186656
501,simple,28.353568649908883,1.8002149419159723,34.563814722087926,19.22706709099147,0.23583210404410979,0.20842175124073334,0.1,0.15421087562036667,sand,horizontal,45.333258132759624,45.333258132759624,45.333258132759624
507,simple,30.396865150586834,4.890538539084487,25.08576967860628,20.621868962765202,0.57952713301102,3.2968543368802607,0.1,1.6984271684401304,sand,horizontal,54.26529762692646,54.26529762692646,54.26529762692646
508,simple,40.96953602900273,18.946606546918588,27.345590147966547,17.63135736899715,0.3911791237911228,0.7317311683710953,0.1,0.41586558418554764,silt,horizontal,40.954672803742895,40.954672803742895,40.954672803742895
509,simple,48.1084509075031,6.580680262547027,24.094827211551937,19.35610974254708,0.6290457988353682,0.31638927419204715,0.1,0.2081946370960236,silt,horizontal,57.393491816512906,57.393491816512906,57.393491816512906
512,simple,17.941292640493675,17.809913205797226,31.407472020152415,19.08754671165425,0.4339682300531963,1.05687753551215,0.1,0.5784387677560751,silt,horizontal,33.81987991505996,33.81987991505996,33.81987991505996
517,simple,25.24610115710658,8.905740797435538,16.496733972901353,19.324989467587297,0.26247954591052897,0.7201318404778272,0.1,0.4100659202389136,clay,horizontal,62.53266153308297,62.53266153308297,62.53266153308297
520,simple,26.203979141224856,3.935325275636714,32.641643898074406,18.65443162612116,0.7271754176614886,1.2606472154250778,0.1,0.680323607712539,silt,horizontal,53.747394858531315,53.747394858531315,53.747394858531315
534,simple,38.969819309825226,8.332693173877475,29.403018532630426,19.14793829944908,0.47569349634714064,2.2190597949343562,0.1,1.1595298974671782,silt,horizontal,68.13028709470518,68.13028709470518,68.13028709470518
538,simple,26.978356793857987,4.258807315680525,25.839812161331473,18.577313023330042,0.30959548664854575,1.8349918255806268,0.1,0.9674959127903134,sand,horizontal,53.318058877057396,53.318058877057396,53.318058877057396
544,simple,42.14754104649297,4.769510420904956,37.76649098316801,21.861424319775747,0.6152404597694372,0.4705992699298138,0.1,0.2852996349649069,sand,horizontal,33.301543511739894,33.301543511739894,33.301543511739894
551,simple,38.379812972296136,2.338092988334304,35.86480775290618,20.240466328364274,0.36575465722567846,1.9713598699709474,0.1,1.0356799349854737,sand,horizontal,67.21256935157405,67.21256935157405,67.21256935157405
553,simple,43.96074847905387,14.100809930210023,19.560831176495626,19.391510367089147,0.26817528545945185,0.5116967362745003,0.1,0.30584836813725014,clay,horizontal,49.6510987798176,49.6510987798176,49.6510987798176
562,simple,33.19817848156899,0.02638032874328511,38.23523964275696,21.265052977562167,0.6658224274244164,4.371110930133316,0.1,2.235555465066658,sand,horizontal,56.79361686527487,56.79361686527487,56.79361686527487
563,simple,26.279952173354218,0.703157443106574,42.64467383464752,18.582511059737243,0.3580347611006395,0.7807457830298657,0.1,0.44037289151493286,sand,horizontal,25.489183015345063,25.489183015345063,25.489183015345063
572,simple,25.047367988214223,4.0363201063041725,41.94272896292658,18.380577534865854,0.416815580795441,0.907741433458932,0.1,0.503870716729466,sand,horizontal,45.15410693789649,45.15410693789649,45.15410693789649
574,simple,28.59509546022864,2.2720997745297433,22.422082242982604,19.06639063894657,0.2609825999360658,0.8845446915774663,0.1,0.49227234578873313,silt,horizontal,42.83899213904176,42.83899213904176,42.83899213904176
579,simple,39.558580813743106,8.57962436468474,15.293112796304122,17.369560765648014,0.24583927703441022,0.1775589030668294,0.1,0.1387794515334147,clay,horizontal,47.00783280457911,47.00783280457911,47.00783280457911
581,simple,42.82796404853375,34.080638450545365,23.66169582780217,16.708574434712535,0.6740569978369046,0.14224853879473862,0.1,0.12112426939736931,clay,horizontal,47.21712058398555,47.21712058398555,47.21712058398555
584,simple,11.52598239099753,25.580529694925694,31.49760853166505,17.87680290385798,0.7895254388393873,0.4323396870606573,0.1,0.26616984353032863,mixed,horizontal,38.794068757516456,38.794068757516456,38.794068757516456
591,simple,43.4804713154928,0.7049312091416771,29.832113531157248,18.658898575590253,0.35657122665106505,1.7423627491212774,0.1,0.9211813745606388,sand,horizontal,42.34030013766041,42.34030013766041,42.34030013766041
594,simple,23.764572483409648,17.206567781568673,28.62609112186896,16.147891622099415,0.4760684351117608,0.3485074024054891,0.1,0.22425370120274457,clay,horizontal,41.94105799508621,41.94105799508621,41.94105799508621
610,simple,13.10494104777188,3.886845512547921,29.029144370797976,18.05427665088123,0.6515263754928352,1.7028235128478348,0.1,0.9014117564239175,sand,horizontal,68.47524297539277,68.47524297539277,68.47524297539277
625,simple,41.013508264223155,15.449788433407942,32.63055746246853,19.28395822464436,0.47479026626398313,0.43219988213168037,0.1,0.2660999410658402,silt,horizontal,27.483077767740063,27.483077767740063,27.483077767740063
626,simple,24.219300605219654,13.91059086833798,21.83797354440579,18.05592844570606,0.42116802982525353,1.1474253820593274,0.1,0.6237126910296638,clay,horizontal,41.66247774016152,41.66247774016152,41.66247774016152
643,simple,33.21398418208328,5.780336575243302,30.676033917493832,16.17314627516828,0.77777593721876,0.31084604342908734,0.1,0.20542302171454369,mixed,horizontal,50.7749921375226,50.7749921375226,50.7749921375226
647,simple,33.52185901414171,19.1148677061192,24.98355054308501,20.303797518147565,0.2689582923056902,0.16991181357857596,0.1,0.13495590678928798,silt,horizontal,55.18245810341999,55.18245810341999,55.18245810341999
653,simple,18.969192739435407,49.31614511695278,24.394455681159094,17.228591542252442,0.6232900555771659,0.8688960330648158,0.1,0.4844480165324079,clay,horizontal,28.26006649254929,28.26006649254929,28.26006649254929
654,simple,17.374735421014066,22.355934021351075,20.805387122979038,16.95461962409024,0.741298132714925,0.1783411568316555,0.1,0.13917057841582775,clay,horizontal,40.95265937095303,40.95265937095303,40.95265937095303
658,simple,30.818256341317507,16.17106628437221,30.912111683517825,18.132149072482367,0.7438152927315905,0.1321918318481024,0.1,0.1160959159240512,silt,horizontal,25.85923563976662,25.85923563976662,25.85923563976662
663,simple,29.85245460880842,18.143453048417506,20.440663774848204,20.089971919987455,0.35971983418625925,0.23100097893869237,0.1,0.1655004894693462,mixed,horizontal,23.395316625974765,23.395316625974765,23.395316625974765
667,simple,40.83701550706765,0.06545648627936496,22.64680262215711,17.07013955259725,0.6890866647278044,0.3756313665508222,0.1,0.23781568327541108,silt,horizontal,58.47146285008417,58.47146285008417,58.47146285008417
675,simple,11.447992566572088,0.5256842342975543,26.516419747714654,18.596195362275402,0.270153202755238,0.4089476137865096,0.1,0.25447380689325483,sand,horizontal,39.011733680485435,39.011733680485435,39.011733680485435
688,simple,31.96892394344109,0.7475485160354883,38.28753639567724,18.774183519726325,0.6589558656422678,0.3681674062864793,0.1,0.23408370314323967,sand,horizontal,45.129857155286565,45.129857155286565,45.129857155286565
690,simple,33.73651237780393,8.163062851877317,22.03072393226293,17.659033653912747,0.4056972746109045,0.2942441922180193,0.1,0.19712209610900966,silt,horizontal,35.240314689703084,35.240314689703084,35.240314689703084
692,simple,15.453533686119151,3.5111798037027464,31.751875729730692,20.12754938846334,0.11400277231104648,0.18276123129201494,0.1,0.14138061564600746,sand,horizontal,31.350732592698964,31.350732592698964,31.350732592698964
711,simple,40.647216934137305,1.8725798860033853,43.30025718863753,21.1154669039203,0.13689401319700495,0.5898203836681635,0.1,0.3449101918340817,sand,horizontal,37.23631251593284,37.23631251593284,37.23631251593284
713,simple,16.470828922423642,2.461916156658605,42.73902385802447,18.11884384735495,0.6119129483916479,2.1083704524078857,0.1,1.1041852262039429,sand,horizontal,54.92850789432457,54.92850789432457,54.92850789432457
721,simple,15.763983177102999,4.899500570065558,28.62784322623984,17.482725923354543,0.563161390209637,0.10385692333212028,0.1,0.10192846166606015,silt,horizontal,44.655780970330994,44.655780970330994,44.655780970330994
726,simple,48.830488212127186,5.695653329964266,28.93912548963317,20.75140563496984,0.3905080758295311,0.2240494138092357,0.1,0.16202470690461784,silt,horizontal,25.071392577834615,25.071392577834615,25.071392577834615
752,simple,47.60577101641858,9.998008033385037,34.59810780935105,17.186420008018125,0.44296348026967697,0.5828915750625899,0.1,0.34144578753129495,silt,horizontal,38.36618160313529,38.36618160313529,38.36618160313529
758,simple,43.647713931507134,0.6340889273358025,29.770660461102587,20.6842186684693,0.6232135824355043,0.9732231497771185,0.1,0.5366115748885593,sand,horizontal,51.475423331912694,51.475423331912694,51.475423331912694
765,simple,40.06908652459611,1.8384807347224308,33.12887601189072,18.974734830015095,0.4462907275339042,0.2615346236892768,0.1,0.1807673118446384,sand,horizontal,37.23935871957007,37.23935871957007,37.23935871957007
771,simple,8.173454768156292,2.4772636641569257,25.77148837866571,20.455814954334887,0.4822417948086273,0.8393913866361356,0.1,0.46969569331806776,sand,horizontal,43.89504327243482,43.89504327243482,43.89504327243482
772,simple,7.292190685104179,3.955493988220438,33.91972837912599,19.90911268860883,0.5098251688875652,0.2871559648686811,0.1,0.19357798243434055,sand,horizontal,45.81627210871645,45.81627210871645,45.81627210871645
777,simple,38.92348908168121,3.905354965885354,36.455747112419544,20.424581478078338,0.3933575476279881,0.6184913842997424,0.1,0.3592456921498712,sand,horizontal,46.37915271304209,46.37915271304209,46.37915271304209
778,simple,23.93098006563676,11.080747688229975,33.770413160175224,19.78657652506502,0.6725790811367801,3.1691779589192857,0.1,1.6345889794596429,silt,horizontal,55.66258688876871,55.66258688876871,55.66258688876871
786,simple,9.065344990982014,0.917436532013064,34.86801531740146,19.768113220761677,0.08413155021746813,0.5302396559278766,0.1,0.3151198279639383,sand,horizontal,46.62376429485057,46.62376429485057,46.62376429485057
794,simple,8.982321836446616,16.45478619098484,30.130543061847167,18.168534284826322,0.4959158329893727,0.3367028415919669,0.1,0.21835142079598346,silt,horizontal,43.98465604482486,43.98465604482486,43.98465604482486
797,simple,42.2853185962269,9.217622585828074,28.604941366805583,18.134743899820258,0.6592006629630186,0.1547701434409633,0.1,0.12738507172048164,silt,horizontal,51.83224924491503,51.83224924491503,51.83224924491503
798,simple,17.834104415346395,0.031695261779212114,28.578561081542666,21.22331037384815,0.6782777982538324,0.2628763861178356,0.1,0.18143819305891778,sand,horizontal,53.17596162120138,53.17596162120138,53.17596162120138
802,simple,41.48768418965827,5.123387862751823,27.79083448091031,17.289169809619146,0.2772229563074408,3.2769217350142057,0.1,1.688460867507103,clay,horizontal,69.68043888970487,69.68043888970487,69.68043888970487
803,simple,27.57044982119931,26.873422669182457,29.68630875217853,16.142224578880754,0.41441257464402004,0.5990809868827477,0.1,0.34954049344137383,clay,horizontal,63.52069436991117,63.52069436991117,63.52069436991117
806,simple,37.830129308582286,23.64523439128492,17.095286837969756,19.887066821888805,0.27905088166492453,0.1115778020965371,0.1,0.10578890104826855,clay,horizontal,42.888241507090285,42.888241507090285,42.888241507090285
810,simple,43.80190752615788,35.2575160654858,22.922206456574663,16.277047162696338,0.5855842657366025,0.1544975368386291,0.1,0.12724876841931454,clay,horizontal,41.292718831410916,41.292718831410916,41.292718831410916
811,simple,40.94439064593163,1.6415862258364133,38.31254061019902,20.260554112588736,0.5908094928657287,0.8227262943695917,0.1,0.4613631471847958,sand,horizontal,40.26035780121694,40.26035780121694,40.26035780121694
812,simple,31.89263389966033,13.05402500770068,15.802866544347145,18.370774175494457,0.2660136381500586,0.3232806623601961,0.1,0.21164033118009806,clay,horizontal,45.09739991152036,45.09739991152036,45.09739991152036
