height,cohesion,friction_angle,unit_weight,slope_angle,water_depth_ratio,rainfall_mm_7d,temperature_c,vibrations_ms2,risk_level
28.45840368,16.67358646,44.7205636,19.15919888,42.54573518,0.181415531,74.01,24.2,0.0662,Medium
43.72395726,16.67358646,31.59135558,20.65960062,43.74329663,0.638144425,74.01,25.81,0.1243,Medium
42.64252749,16.67358646,35.71748954,20.49747199,65.81484893,0.177151107,74.01,35.52,0.1186,Low
43.72395726,16.67358646,31.59135558,20.65960062,43.74329663,0.638144425,74.01,25.81,0.1243,Medium
13.54868846,16.67358646,38.14905678,18.39150073,59.21479977,0.402359931,132.29,28.99,0.0601,Medium
15.19974994,19.94801147,30.67206389,17.23555557,64.48660365,0.768633839,74.01,26.57,0.0192,Low
24.53582618,16.67358646,44.62866816,19.32260186,46.24414722,0.297467693,74.01,17.09,0.0337,Low
16.65462824,32.15870416,23.20582961,19.05687167,28.22224844,0.699962069,74.01,26.48,0.079,High
44.77502555,10.8543325,33.34841868,19.68552703,56.81966138,0.343159022,74.01,24.0,0.0398,High
17.32311169,16.67358646,38.07334777,19.74945884,57.9541939,0.549889343,101.92,18.07,0.0769,Medium
45.99733791,16.67358646,27.12934203,16.66547414,36.27060997,0.221342502,74.01,27.36,0.1045,Medium
28.87480514,16.81749194,22.86491938,18.54433735,47.14742888,0.710439408,54.43,14.48,0.0321,High
19.8402864,13.09215822,38.57638422,17.56686921,68.48463269,0.664434246,74.01,21.32,0.0602,High
43.48047132,16.67358646,29.83211353,18.65889858,42.34030014,0.356571227,74.01,17.75,0.0858,High
14.30195847,16.67358646,29.84007555,18.0560338,60.99060455,0.20996106,74.01,18.16,0.0216,Medium
28.55170286,28.95735911,24.11903451,18.03675315,31.47352983,0.770662818,74.01,27.6,0.0099,High
23.60982017,7.988266198,34.96070664,17.162765,61.51935578,0.135340313,74.01,31.71,0.0157,High
15.47670152,16.67358646,38.75719333,19.18446251,41.2350792,0.204520057,74.01,33.17,0.0579,High
17.61126458,16.67358646,41.7982061,21.76955323,50.95916616,0.538527541,186.09,12.55,0.1152,High
40.06908652,16.67358646,33.12887601,18.97473483,37.23935872,0.446290728,74.01,32.84,0.1295,High
41.61006248,16.67358646,33.53181799,20.36347276,55.52133765,0.6424381,74.01,23.28,0.014,High
17.32311169,16.67358646,38.07334777,19.74945884,57.9541939,0.549889343,101.92,18.07,0.0769,Medium
9.931499591,5.505500021,26.54004732,18.0306025,69.893418,0.53158161,74.01,15.21,0.0299,Medium
37.83213335,16.67358646,25.66163549,19.41557197,62.16491417,0.713677946,74.01,22.38,0.0926,Medium
38.37981297,16.67358646,35.86480775,20.24046633,67.21256935,0.365754657,74.01,21.4,0.1662,Medium
28.53000772,16.67358646,34.99702532,19.77580123,68.91339247,0.630434382,67.33,23.12,0.0289,Low
21.42004963,16.67358646,31.9179848,20.23807586,48.36299849,0.713630054,74.01,16.04,0.0119,Low
28.53000772,16.67358646,34.99702532,19.77580123,68.91339247,0.630434382,67.33,23.12,0.0289,Low
14.49056163,12.17842464,29.939661805,19.13820603,40.89572841,0.455451652,74.01,32.04,0.0522,High
20.15539423,16.67358646,33.5048762,18.71622661,66.55229519,0.700341749,66.06,39.43,0.0394,Low
47.63395795,16.67358646,44.87955853,18.32431413,47.46206368,0.761061705,74.01,29.24,0.0962,High
15.50741439,16.67358646,39.53845951,20.69094622,39.53198573,0.54233233,58.23,13.37,0.0287,Medium
46.32282659,24.13123242,29.939661805,20.1554368,40.40202308,0.413694345,74.01,22.98,0.0646,High
46.58911239,16.67358646,27.68696157,19.70808337,59.07390392,0.687516436,74.01,29.47,0.0613,Medium
33.19817848,16.67358646,38.23523964,21.26505298,56.79361687,0.665822427,74.01,24.56,0.0609,Low
23.40082437,16.67358646,26.60730626,19.08318485,58.87158814,0.196892759,74.01,22.31,0.0527,Low
44.61264583,16.67358646,35.24399495,20.55847473,41.54580462,0.157075697,74.01,40.0,0.0831,Low
36.84031741,29.5828701,22.84594134,18.09267613,48.81925895,0.566154653,74.01,21.89,0.0401,High
42.60628862,13.22348275,20.61305399,16.16457831,54.48363119,0.608824113,74.01,28.3,0.0106,Low
14.30195847,16.67358646,29.84007555,18.0560338,60.99060455,0.20996106,74.01,18.16,0.0216,Medium
42.64252749,16.67358646,35.71748954,20.49747199,65.81484893,0.177151107,74.01,35.52,0.1186,Low
30.39686515,16.67358646,25.08576968,20.62186896,54.26529763,0.579527133,74.01,24.61,0.1391,Low
29.30187323,9.445799758,31.87561858,19.92411056,46.55320582,0.114390136,74.01,36.4,0.0304,High
46.58911239,16.67358646,27.68696157,19.70808337,59.07390392,0.687516436,74.01,29.47,0.0613,Medium
12.32119859,7.309434209,29.939661805,16.97702611,30.20405195,0.595831555,74.01,37.27,0.211,High
42.64252749,16.67358646,35.71748954,20.49747199,65.81484893,0.177151107,74.01,35.52,0.1186,Low
28.53000772,16.67358646,34.99702532,19.77580123,68.91339247,0.630434382,67.33,23.12,0.0289,Low
23.05481267,16.67358646,34.28638041,20.65710405,60.65104169,0.391598314,74.01,28.8,0.1333,Low
44.3902593,16.67358646,38.70666586,18.14194848,31.90598712,0.654356478,74.01,29.36,0.0297,High
16.94436929,7.924089773,33.30630674,17.0577295,54.6539544,0.58230165,74.01,30.85,0.0094,Medium
30.39686515,16.67358646,25.08576968,20.62186896,54.26529763,0.579527133,74.01,24.61,0.1391,Low
45.99733791,16.67358646,27.12934203,16.66547414,36.27060997,0.221342502,74.01,27.36,0.1045,Medium
16.17704779,13.39272196,33.86979742,19.01338197,31.7040792,0.542160584,74.01,33.12,0.0401,Low
19.43109706,16.67358646,40.66426769,19.26761202,61.17290382,0.578809087,74.01,25.17,0.0624,High
26.43366863,17.34994413,39.85921909,20.70294485,27.52746369,0.316110071,74.01,27.28,0.0146,Medium
21.80109466,16.09738704,32.5142989,18.85662413,66.35841877,0.482414996,74.01,33.94,0.099,Medium
44.9620358,29.23433697,22.66358438,18.4902455,56.3124776,0.666456169,74.01,38.14,0.015,Low
28.45840368,16.67358646,44.7205636,19.15919888,42.54573518,0.181415531,74.01,24.2,0.0662,Medium
43.72395726,16.67358646,31.59135558,20.65960062,43.74329663,0.638144425,74.01,25.81,0.1243,Medium
33.00660103,16.67358646,42.7396895,18.40157953,61.40606286,0.103933709,74.01,25.51,0.0254,Low
39.27844254,16.67358646,25.69993628,20.04551568,61.59387246,0.63991332,74.01,40.0,0.173,Medium
43.72395726,16.67358646,31.59135558,20.65960062,43.74329663,0.638144425,74.01,25.81,0.1243,Medium
46.58911239,16.67358646,27.68696157,19.70808337,59.07390392,0.687516436,74.01,29.47,0.0613,Medium
38.96981931,8.332693174,29.40301853,19.1479383,68.13028709,0.475693496,74.01,29.69,0.0475,Medium
42.60628862,13.22348275,20.61305399,16.16457831,54.48363119,0.608824113,74.01,28.3,0.0106,Low
30.92082138,16.67358646,41.04752622,19.60363077,54.28556654,0.491075836,52.11,36.74,0.0628,Low
18.96919274,49.31614512,24.39445568,17.22859154,28.26006649,0.623290056,74.01,24.21,0.0337,High
15.41725403,9.346469721,21.80707765,17.44989338,48.96976505,0.283219019,74.01,35.86,0.0322,High
23.93098007,11.08074769,33.77041316,19.78657653,55.66258689,0.672579081,74.01,26.42,0.0845,Low
13.54868846,16.67358646,38.14905678,18.39150073,59.21479977,0.402359931,132.29,28.99,0.0601,Medium
37.79562858,23.05001048,26.02861906,16.83383618,61.45445362,0.519049853,74.01,32.34,0.0316,Medium
44.8349657,9.505044612,28.13648431,16.00528265,30.60012951,0.110362555,74.01,20.45,0.0062,High
40.59914894,16.67358646,43.03996743,20.09253586,25.53419451,0.091876221,74.01,23.26,0.0182,High
46.58911239,16.67358646,27.68696157,19.70808337,59.07390392,0.687516436,74.01,29.47,0.0613,Medium
44.9620358,29.23433697,22.66358438,18.4902455,56.3124776,0.666456169,74.01,38.14,0.015,Low
49.3677962,24.71738615,29.939661805,21.91215193,41.71081582,0.226325431,74.01,34.58,0.0571,High
17.32311169,16.67358646,38.07334777,19.74945884,57.9541939,0.549889343,101.92,18.07,0.0769,Medium
9.624026958,16.67358646,33.21750437,19.31220074,33.66424886,0.689196548,74.01,12.37,0.0868,High
23.40082437,16.67358646,26.60730626,19.08318485,58.87158814,0.196892759,74.01,22.31,0.0527,Low
37.79562858,23.05001048,26.02861906,16.83383618,61.45445362,0.519049853,74.01,32.34,0.0316,Medium
15.8124958,16.67358646,26.21554463,20.93454808,57.41107925,0.388992663,74.01,9.52,0.0486,Medium
26.43366863,17.34994413,39.85921909,20.70294485,27.52746369,0.316110071,74.01,27.28,0.0146,Medium
21.80109466,16.09738704,32.5142989,18.85662413,66.35841877,0.482414996,74.01,33.94,0.099,Medium
8.632565208,16.67358646,31.31600001,18.78736136,34.61244265,0.643549121,74.01,22.83,0.0055,High
38.77688317,16.67358646,27.91149813,20.62901055,36.28083142,0.732464148,74.01,13.84,0.0175,High
30.39686515,16.67358646,25.08576968,20.62186896,54.26529763,0.579527133,74.01,24.61,0.1391,Low
25.57951518,16.67358646,41.82839023,21.80428405,45.4784164,0.322895628,74.01,33.26,0.0641,High
16.94436929,7.924089773,33.30630674,17.0577295,54.6539544,0.58230165,74.01,30.85,0.0094,Medium
34.41326617,16.67358646,25.35446309,16.49865473,63.32084341,0.783267078,223.27,33.9,0.0581,Medium
32.80122594,16.00467503,33.92752342,17.41308694,51.9867944,0.634544303,74.01,25.84,0.1166,Medium
28.45840368,16.67358646,44.7205636,19.15919888,42.54573518,0.181415531,74.01,24.2,0.0662,Medium
15.8124958,16.67358646,26.21554463,20.93454808,57.41107925,0.388992663,74.01,9.52,0.0486,Medium
16.47082892,16.67358646,42.73902386,18.11884385,54.92850789,0.611912948,82.45,36.51,0.0626,Medium
23.46297996,16.67358646,35.08408108,18.91215613,34.26089578,0.437285712,74.01,17.53,0.0332,High
42.60628862,13.22348275,20.61305399,16.16457831,54.48363119,0.608824113,74.01,28.3,0.0106,Low
47.63395795,16.67358646,44.87955853,18.32431413,47.46206368,0.761061705,74.01,29.24,0.0962,High
46.58911239,16.67358646,27.68696157,19.70808337,59.07390392,0.687516436,74.01,29.47,0.0613,Medium
38.37981297,16.67358646,35.86480775,20.24046633,67.21256935,0.365754657,74.01,21.4,0.1662,Medium
6.228312984,9.390719616,38.27164002,17.54663696,38.19112373,0.647514384,74.01,15.15,0.0071,High
18.16996618,27.20757929,35.78204849,16.60690971,67.79837187,0.73564191,74.01,25.75,0.0417,Low
32.80122594,16.00467503,33.92752342,17.41308694,51.9867944,0.634544303,74.01,25.84,0.1166,Medium
10.29440183,16.67358646,23.72637452,18.86115895,56.71225176,0.257675583,74.01,23.32,0.0503,Low
33.38400439,16.52968098,28.11904552,17.15390762,38.15235638,0.745525135,74.01,31.48,0.1531,High
30.43255948,16.67358646,28.55217106,18.95178547,51.96945116,0.378221337,74.01,14.26,0.061,High
24.53582618,16.67358646,44.62866816,19.32260186,46.24414722,0.297467693,74.01,17.09,0.0337,Low
26.43366863,17.34994413,39.85921909,20.70294485,27.52746369,0.316110071,74.01,27.28,0.0146,Medium
13.54868846,16.67358646,38.14905678,18.39150073,59.21479977,0.402359931,132.29,28.99,0.0601,Medium
9.931499591,5.505500021,26.54004732,18.0306025,69.893418,0.53158161,74.01,15.21,0.0299,Medium
24.87046599,16.67358646,33.77385112,18.04820001,29.80278895,0.40239924,74.01,6.12,0.1324,High
13.82183122,16.67358646,42.71613983,18.54538401,65.23848219,0.499801866,74.01,20.07,0.041,High
9.931499591,5.505500021,26.54004732,18.0306025,69.893418,0.53158161,74.01,15.21,0.0299,Medium
37.80848603,16.67358646,40.80091883,20.09726823,57.32767878,0.567431586,74.01,30.4,0.0656,High
9.269610995,16.67358646,33.87295445,18.66396056,35.62294686,0.441236201,61.72,31.8,0.0254,High
11.5831694,16.67358646,28.05660763,18.8863957,68.11203217,0.569924853,65.62,17.13,0.0648,High
42.64252749,16.67358646,35.71748954,20.49747199,65.81484893,0.177151107,74.01,35.52,0.1186,Low
28.45840368,16.67358646,44.7205636,19.15919888,42.54573518,0.181415531,74.01,24.2,0.0662,Medium
21.0111633,28.1881873,29.939661805,19.34842228,21.18408225,0.633918782,74.01,10.49,0.0868,High
43.64771393,16.67358646,29.77066046,20.68421867,51.47542333,0.623213582,105.23,40.0,0.0721,High
34.41326617,16.67358646,25.35446309,16.49865473,63.32084341,0.783267078,223.27,33.9,0.0581,Medium
11.87068192,8.773977821,20.32741912,18.68784624,56.65930811,0.726450556,74.01,28.11,0.0148,Low
8.65557029,16.67358646,37.8303086,18.00436894,51.69997492,0.26531456,76.33,31.11,0.0317,High
14.08759297,12.71548714,21.58112338,16.47187934,67.02583528,0.358254629,74.01,23.47,0.0518,High
26.43366863,17.34994413,39.85921909,20.70294485,27.52746369,0.316110071,74.01,27.28,0.0146,Medium
43.03013407,14.25092207,36.3980775,16.01509178,34.22864747,0.196310098,74.01,32.26,0.1317,Medium
10.24616673,16.67358646,28.53599906,18.61280544,54.47124596,0.575903176,74.01,25.61,0.1286,Medium
30.39686515,16.67358646,25.08576968,20.62186896,54.26529763,0.579527133,74.01,24.61,0.1391,Low
13.9760137,5.832937353,31.32686922,20.81088125,42.37644523,0.447108765,74.01,18.54,0.049,High
14.30195847,16.67358646,29.84007555,18.0560338,60.99060455,0.20996106,74.01,18.16,0.0216,Medium
10.29440183,16.67358646,23.72637452,18.86115895,56.71225176,0.257675583,74.01,23.32,0.0503,Low
37.83213335,16.67358646,25.66163549,19.41557197,62.16491417,0.713677946,74.01,22.38,0.0926,Medium
10.29440183,16.67358646,23.72637452,18.86115895,56.71225176,0.257675583,74.01,23.32,0.0503,Low
30.39686515,16.67358646,25.08576968,20.62186896,54.26529763,0.579527133,74.01,24.61,0.1391,Low
28.53000772,16.67358646,34.99702532,19.77580123,68.91339247,0.630434382,67.33,23.12,0.0289,Low
22.75177203,16.67358646,43.4071504,19.4224196,29.60063351,0.234375378,74.01,20.77,0.1192,High
25.24610116,8.905740797,29.939661805,19.32498947,62.53266153,0.262479546,74.01,24.38,0.0654,High
17.37473542,22.35593402,20.80538712,16.95461962,40.95265937,0.741298133,74.01,23.45,0.0563,High
14.30195847,16.67358646,29.84007555,18.0560338,60.99060455,0.20996106,74.01,18.16,0.0216,Medium
13.54868846,16.67358646,38.14905678,18.39150073,59.21479977,0.402359931,132.29,28.99,0.0601,Medium
18.16996618,27.20757929,35.78204849,16.60690971,67.79837187,0.73564191,74.01,25.75,0.0417,Low
9.931499591,5.505500021,26.54004732,18.0306025,69.893418,0.53158161,74.01,15.21,0.0299,Medium
34.24677818,31.42439793,29.32645522,17.25241325,43.65812074,0.652382512,74.01,21.2,0.0258,Low
6.754419122,16.67358646,35.26531034,21.72596225,38.5394784,0.297945821,74.01,28.6,0.0221,High
27.20458386,16.67358646,27.48999003,18.77577588,21.09936043,0.168883854,74.01,22.12,0.0751,High
34.41326617,16.67358646,25.35446309,16.49865473,63.32084341,0.783267078,223.27,33.9,0.0581,Medium
36.0263776,16.67358646,39.09268223,20.0262068,68.90929633,0.168568419,74.01,21.59,0.0402,High
7.166728419,16.67358646,27.90246115,18.52755326,34.61706412,0.491282825,74.01,34.49,0.0222,High
16.94436929,7.924089773,33.30630674,17.0577295,54.6539544,0.58230165,74.01,30.85,0.0094,Medium
23.40082437,16.67358646,26.60730626,19.08318485,58.87158814,0.196892759,74.01,22.31,0.0527,Low
33.00660103,16.67358646,42.7396895,18.40157953,61.40606286,0.103933709,74.01,25.51,0.0254,Low
22.5878184,16.67358646,39.77303786,20.68228339,24.17738102,0.300664957,74.01,26.28,0.0115,High
44.95273065,16.67358646,41.21012838,20.3850541,60.61294294,0.774751932,74.01,13.15,0.0768,High
26.43366863,17.34994413,39.85921909,20.70294485,27.52746369,0.316110071,74.01,27.28,0.0146,Medium
38.78067072,19.08826565,25.42608641,16.82489101,51.44370149,0.40031711,74.01,20.85,0.0027,High
30.92082138,16.67358646,41.04752622,19.60363077,54.28556654,0.491075836,52.11,36.74,0.0628,Low
23.40082437,16.67358646,26.60730626,19.08318485,58.87158814,0.196892759,74.01,22.31,0.0527,Low
16.17704779,13.39272196,33.86979742,19.01338197,31.7040792,0.542160584,74.01,33.12,0.0401,Low
16.17704779,13.39272196,33.86979742,19.01338197,31.7040792,0.542160584,74.01,33.12,0.0401,Low
28.53000772,16.67358646,34.99702532,19.77580123,68.91339247,0.630434382,67.33,23.12,0.0289,Low
28.87480514,16.81749194,22.86491938,18.54433735,47.14742888,0.710439408,54.43,14.48,0.0321,High
15.16328509,16.67358646,31.18028008,19.17435705,50.26581225,0.671996094,74.01,18.87,0.0818,High
16.47082892,16.67358646,42.73902386,18.11884385,54.92850789,0.611912948,82.45,36.51,0.0626,Medium
20.15539423,16.67358646,33.5048762,18.71622661,66.55229519,0.700341749,66.06,39.43,0.0394,Low
44.9620358,29.23433697,22.66358438,18.4902455,56.3124776,0.666456169,74.01,38.14,0.015,Low
23.40082437,16.67358646,26.60730626,19.08318485,58.87158814,0.196892759,74.01,22.31,0.0527,Low
43.03013407,14.25092207,36.3980775,16.01509178,34.22864747,0.196310098,74.01,32.26,0.1317,Medium
18.16996618,27.20757929,35.78204849,16.60690971,67.79837187,0.73564191,74.01,25.75,0.0417,Low
20.15539423,16.67358646,33.5048762,18.71622661,66.55229519,0.700341749,66.06,39.43,0.0394,Low
42.64252749,16.67358646,35.71748954,20.49747199,65.81484893,0.177151107,74.01,35.52,0.1186,Low
17.32311169,16.67358646,38.07334777,19.74945884,57.9541939,0.549889343,101.92,18.07,0.0769,Medium
44.9620358,29.23433697,22.66358438,18.4902455,56.3124776,0.666456169,74.01,38.14,0.015,Low
44.9620358,29.23433697,22.66358438,18.4902455,56.3124776,0.666456169,74.01,38.14,0.015,Low
38.17195195,16.67358646,27.86592685,21.05385446,47.63117531,0.470745961,81.43,24.77,0.0135,High
21.42004963,16.67358646,31.9179848,20.23807586,48.36299849,0.713630054,74.01,16.04,0.0119,Low
45.99733791,16.67358646,27.12934203,16.66547414,36.27060997,0.221342502,74.01,27.36,0.1045,Medium
39.27844254,16.67358646,25.69993628,20.04551568,61.59387246,0.63991332,74.01,40.0,0.173,Medium
31.87376077,16.67358646,35.42065613,20.01427679,46.09347847,0.566711951,74.01,30.08,0.0395,High
23.40082437,16.67358646,26.60730626,19.08318485,58.87158814,0.196892759,74.01,22.31,0.0527,Low
16.47082892,16.67358646,42.73902386,18.11884385,54.92850789,0.611912948,82.45,36.51,0.0626,Medium
37.83012931,23.64523439,29.939661805,19.88706682,42.88824151,0.279050882,74.01,24.94,0.0623,High
17.32311169,16.67358646,38.07334777,19.74945884,57.9541939,0.549889343,101.92,18.07,0.0769,Medium
44.61246208,17.55627978,29.36288996,18.1727284,41.75863006,0.73656438,74.01,24.61,0.0092,High
28.45840368,16.67358646,44.7205636,19.15919888,42.54573518,0.181415531,74.01,24.2,0.0662,Medium
28.53000772,16.67358646,34.99702532,19.77580123,68.91339247,0.630434382,67.33,23.12,0.0289,Low
24.44031968,16.67358646,44.0738961,21.98819777,21.40666729,0.080088116,74.01,27.64,0.1119,High
28.73310993,16.67358646,25.19829964,17.73340289,25.88658867,0.240731356,74.01,26.74,0.066,High
45.99733791,16.67358646,27.12934203,16.66547414,36.27060997,0.221342502,74.01,27.36,0.1045,Medium
15.8124958,16.67358646,26.21554463,20.93454808,57.41107925,0.388992663,74.01,9.52,0.0486,Medium
32.80122594,16.00467503,33.92752342,17.41308694,51.9867944,0.634544303,74.01,25.84,0.1166,Medium
21.42004963,16.67358646,31.9179848,20.23807586,48.36299849,0.713630054,74.01,16.04,0.0119,Low
15.8124958,16.67358646,26.21554463,20.93454808,57.41107925,0.388992663,74.01,9.52,0.0486,Medium
43.72395726,16.67358646,31.59135558,20.65960062,43.74329663,0.638144425,74.01,25.81,0.1243,Medium
34.24677818,31.42439793,29.32645522,17.25241325,43.65812074,0.652382512,74.01,21.2,0.0258,Low
30.92082138,16.67358646,41.04752622,19.60363077,54.28556654,0.491075836,52.11,36.74,0.0628,Low
15.45353369,16.67358646,31.75187573,20.12754939,31.35073259,0.114002772,74.01,14.39,0.053,High
14.30195847,16.67358646,29.84007555,18.0560338,60.99060455,0.20996106,74.01,18.16,0.0216,Medium
32.80122594,16.00467503,33.92752342,17.41308694,51.9867944,0.634544303,74.01,25.84,0.1166,Medium
33.63870134,16.67358646,32.62543646,21.71796477,62.0710346,0.77774215,74.01,35.16,0.0075,High
38.37981297,16.67358646,35.86480775,20.24046633,67.21256935,0.365754657,74.01,21.4,0.1662,Medium
21.42004963,16.67358646,31.9179848,20.23807586,48.36299849,0.713630054,74.01,16.04,0.0119,Low
16.47082892,16.67358646,42.73902386,18.11884385,54.92850789,0.611912948,82.45,36.51,0.0626,Medium
21.42004963,16.67358646,31.9179848,20.23807586,48.36299849,0.713630054,74.01,16.04,0.0119,Low
38.37981297,16.67358646,35.86480775,20.24046633,67.21256935,0.365754657,74.01,21.4,0.1662,Medium
21.80109466,16.09738704,32.5142989,18.85662413,66.35841877,0.482414996,74.01,33.94,0.099,Medium
49.32603494,16.67358646,44.79226507,20.29274517,39.99364807,0.257679586,74.01,30.26,0.0294,Medium
39.27844254,16.67358646,25.69993628,20.04551568,61.59387246,0.63991332,74.01,40.0,0.173,Medium
17.32311169,16.67358646,38.07334777,19.74945884,57.9541939,0.549889343,101.92,18.07,0.0769,Medium
